1676590605.9240522,16-02-23 23:36:45,43,5222.9648,133.7597,95.80,1,4.112
1676590610.924581,16-02-23 23:36:50,44,5222.9624,133.7604,96.40,1,4.118
1676590615.9246728,16-02-23 23:36:55,45,5222.9648,133.7644,97.00,1,4.112
1676590620.9253905,16-02-23 23:37:00,46,5222.9668,133.7660,97.90,1,4.118
1676590625.9257612,16-02-23 23:37:05,47,5222.9683,133.7682,98.80,1,4.118
1676590630.9262216,16-02-23 23:37:10,48,5222.9673,133.7681,99.10,1,4.118
1676590635.9263291,16-02-23 23:37:15,49,5222.9663,133.7678,99.30,1,4.112
1676590640.9269898,16-02-23 23:37:20,50,5222.9658,133.7667,99.30,1,4.112
1676590645.9273698,16-02-23 23:37:25,51,5222.9648,133.7655,99.40,1,4.112
1676590650.9278364,16-02-23 23:37:30,52,5222.9639,133.7645,99.60,1,4.105
1676590655.9282742,16-02-23 23:37:35,53,5222.9644,133.7639,99.50,1,4.118
1676590660.928437,16-02-23 23:37:40,54,5222.9634,133.7629,99.30,1,4.118
1676590665.9291346,16-02-23 23:37:45,55,5222.9629,133.7626,99.30,1,4.112
1676590670.9292903,16-02-23 23:37:50,56,5222.9629,133.7628,99.30,1,4.118
1676590675.9298034,16-02-23 23:37:55,57,5222.9624,133.7628,99.30,1,4.112
1676590680.9301565,16-02-23 23:38:00,58,5222.9624,133.7622,99.30,1,4.112
1676590685.930681,16-02-23 23:38:05,59,5222.9624,133.7621,99.30,1,4.105
1676590690.9310403,16-02-23 23:38:10,60,5222.9624,133.7611,99.40,1,4.118
1676590695.931274,16-02-23 23:38:15,61,5222.9619,133.7605,99.40,1,4.112
1676590700.931845,16-02-23 23:38:20,62,5222.9614,133.7602,99.50,1,4.112
1676590705.9321659,16-02-23 23:38:25,63,5222.9609,133.7600,99.50,1,4.112
1676590710.9327145,16-02-23 23:38:30,64,5222.9609,133.7598,99.60,1,4.112
1676590715.9328835,16-02-23 23:38:35,65,5222.9604,133.7593,99.60,1,4.112
1676590720.9334376,16-02-23 23:38:40,66,5222.9604,133.7584,99.60,1,4.112
